Player ID,Name,Year,Over,BPO,Mdns,Runs,Wkts,Average of Econ,Count of matches,season_yr
86165,RR Pant,2016,,,,,,,10,2016
86165,RR Pant,2017,,,,,,,14,2017
86165,RR Pant,2018,,,,,,,14,2018
86165,RR Pant,2019,,,,,,,16,2019
86165,RR Pant,2020,,,,,,,14,2020/21
86165,RR Pant,2021,,,,,,,16,2021
86165,RR Pant,2022,,,,,,,14,2022
86165,RR Pant,2024,,,,,,,13,2024
86165,RR Pant,2025,,,,,,,14,2025
10671,RR Powar,2008,12.0,,0.0,91.0,3.0,7.866,5,2007/08
10671,RR Powar,2009,21.0,,0.0,132.0,5.0,6.3325,9,2009
10671,RR Powar,2010,23.0,,0.0,160.0,3.0,8.071428571428571,7,2009/10
10671,RR Powar,2011,12.0,,0.0,112.0,2.0,10.15,5,2011
10671,RR Powar,2012,3.0,,0.0,32.0,0.0,10.66,1,2012
51479,RR Raje,2008,16.0,,0.0,137.0,5.0,8.238333333333333,6,2007/08
51479,RR Raje,2009,7.0,,0.0,72.0,1.0,11.3325,4,2009
53649,RR Rossouw,2014,,18.0,,,,,3,2014
53649,RR Rossouw,2015,,12.0,,,,,2,2015
53649,RR Rossouw,2023,,54.0,,,,,9,2023
53649,RR Rossouw,2024,,48.0,,,,,8,2024
6405,RR Sarwan,2008,,,,,,,4,2007/08
44691,RS Bopara,2009,1.0,30.0,0.0,5.0,0.0,3.5,5,2009
44691,RS Bopara,2010,13.0,60.0,0.0,127.0,5.0,9.716,10,2009/10
44691,RS Bopara,2015,20.0,54.0,0.0,160.0,6.0,8.70142857142857,9,2015
7133,RS Gavaskar,2010,1.0,,0.0,8.0,0.0,8.0,2,2009/10
104758,RS Hangargekar,2023,6.0,,0.0,60.0,3.0,10.5,2,2023
7128,RS Sodhi,2010,,,,,,,3,2009/10
2230,RT Ponting,2008,,,,,,,4,2007/08
2230,RT Ponting,2013,,,,,,,6,2013
8807,RV Gomez,2011,15.0,,1.0,124.0,5.0,9.52,11,2011
8807,RV Gomez,2013,1.0,,0.0,5.0,0.0,5.0,2,2013
106418,RV Patel,2021,3.0,,0.0,22.0,0.0,7.33,2,2021
106418,RV Patel,2022,,,,,,,2,2022
106418,RV Patel,2023,,,,,,,5,2023
7668,RV Pawar,2008,,,,,,,1,2007/08
8742,RV Uthappa,2008,,,,,,,14,2007/08
8742,RV Uthappa,2009,,,,,,,15,2009
8742,RV Uthappa,2010,,,,,,,16,2009/10
8742,RV Uthappa,2011,,,,,,,14,2011
8742,RV Uthappa,2012,,,,,,,16,2012
8742,RV Uthappa,2013,,,,,,,16,2013
8742,RV Uthappa,2014,,,,,,,16,2014
8742,RV Uthappa,2015,,,,,,,13,2015
8742,RV Uthappa,2016,,,,,,,15,2016
8742,RV Uthappa,2017,,,,,,,14,2017
8742,RV Uthappa,2018,,,,,,,16,2018
8742,RV Uthappa,2019,,,,,,,12,2019
8742,RV Uthappa,2020,,,,,,,12,2020/21
8742,RV Uthappa,2021,,,,,,,4,2021
8742,RV Uthappa,2022,,,,,,,12,2022
8814,S Anirudha,2008,,,,,,,1,2007/08
8814,S Anirudha,2010,,,,,,,4,2009/10
8814,S Anirudha,2011,,,,,,,9,2011
8814,S Anirudha,2012,,,,,,,4,2012
8814,S Anirudha,2013,,,,,,,1,2013
8814,S Anirudha,2014,,,,,,,1,2014
51455,S Aravind,2011,46.0,,0.0,368.0,21.0,8.223076923076922,13,2011
51455,S Aravind,2012,3.0,,0.0,48.0,0.0,16.0,1,2012
51455,S Aravind,2015,18.0,,0.0,132.0,8.0,8.15,5,2015
51455,S Aravind,2016,29.0,,0.0,216.0,11.0,7.430000000000001,9,2016
51455,S Aravind,2017,30.0,,0.0,275.0,5.0,10.229,10,2017
45772,S Badree,2013,4.0,,0.0,34.0,0.0,8.5,1,2013
45772,S Badree,2014,14.0,,0.0,97.0,2.0,6.9775,4,2014
45772,S Badree,2017,25.0,,1.0,188.0,9.0,7.7,7,2017
8821,S Badrinath,2008,,,,,,,16,2007/08
8821,S Badrinath,2009,,,,,,,14,2009
8821,S Badrinath,2010,,,,,,,16,2009/10
8821,S Badrinath,2011,,,,,,,16,2011
8821,S Badrinath,2012,,,,,,,15,2012
8821,S Badrinath,2013,,,,,,,18,2013
2120,S Chanderpaul,2008,,,,,,,3,2007/08
15887,S Dhawan,2008,,,,,,,14,2007/08
15887,S Dhawan,2009,,,,,,,5,2009
15887,S Dhawan,2010,,,,,,,10,2009/10
15887,S Dhawan,2011,2.0,,0.0,11.0,1.0,5.5,14,2011
15887,S Dhawan,2012,6.0,,0.0,55.0,3.0,9.375,15,2012
15887,S Dhawan,2013,,,,,,,10,2013
15887,S Dhawan,2014,,,,,,,14,2014
15887,S Dhawan,2015,,,,,,,14,2015
15887,S Dhawan,2016,,,,,,,17,2016
15887,S Dhawan,2017,,,,,,,14,2017
15887,S Dhawan,2018,,,,,,,16,2018
15887,S Dhawan,2019,,,,,,,16,2019
15887,S Dhawan,2020,,,,,,,17,2020/21
15887,S Dhawan,2021,,,,,,,16,2021
15887,S Dhawan,2022,,,,,,,14,2022
15887,S Dhawan,2023,,,,,,,11,2023
15887,S Dhawan,2024,,,,,,,5,2024
74975,S Dube,2019,1.0,,0.0,8.0,0.0,4.75,4,2019
74975,S Dube,2020,9.0,,0.0,73.0,4.0,8.2,11,2020/21
74975,S Dube,2021,5.0,,0.0,49.0,0.0,10.0,9,2021
74975,S Dube,2022,2.0,,0.0,36.0,0.0,18.0,11,2022
74975,S Dube,2023,,,,,,,16,2023
74975,S Dube,2024,1.0,,0.0,14.0,1.0,14.0,14,2024
74975,S Dube,2025,2.0,,0.0,33.0,0.0,16.5,14,2025
56596,S Gopal,2014,14.0,,0.0,113.0,6.0,8.2275,4,2014
56596,S Gopal,2015,2.0,,0.0,23.0,1.0,10.61,1,2015
56596,S Gopal,2016,3.0,,0.0,18.0,0.0,6.0,1,2016
56596,S Gopal,2018,31.0,,0.0,236.0,11.0,8.382,11,2018
56596,S Gopal,2019,48.0,,1.0,347.0,20.0,7.4278571428571425,14,2019
56596,S Gopal,2020,50.0,,0.0,427.0,10.0,8.832857142857142,14,2020/21
56596,S Gopal,2021,7.0,,0.0,84.0,0.0,11.329999999999998,3,2021
56596,S Gopal,2022,3.0,,0.0,34.0,1.0,11.33,1,2022
56596,S Gopal,2024,7.0,,0.0,67.0,3.0,10.0,3,2024
114592,S Joseph,2024,4.0,,0.0,47.0,0.0,11.75,1,2024
54283,S Kaul,2013,22.0,,2.0,170.0,4.0,7.458333333333333,6,2013
54283,S Kaul,2014,13.0,,0.0,126.0,2.0,9.148,5,2014
54283,S Kaul,2017,35.0,,0.0,300.0,16.0,8.984,10,2017
54283,S Kaul,2018,66.0,,0.0,547.0,21.0,8.450588235294118,17,2018
54283,S Kaul,2019,27.0,,0.0,242.0,6.0,8.832857142857142,7,2019
54283,S Kaul,2020,4.0,,0.0,64.0,2.0,16.0,1,2020/21
54283,S Kaul,2021,28.0,,1.0,247.0,7.0,8.2175,8,2021
54283,S Kaul,2022,4.0,,0.0,43.0,0.0,10.75,1,2022
84649,S Kaushik,2016,23.0,,0.0,192.0,6.0,9.331428571428573,7,2016
84649,S Kaushik,2017,11.0,,0.0,105.0,0.0,9.75,3,2017
53548,S Ladda,2010,15.0,,0.0,143.0,4.0,10.25,5,2009/10
53548,S Ladda,2011,4.0,,0.0,42.0,0.0,11.33,2,2011
53548,S Ladda,2013,2.0,,0.0,18.0,1.0,9.0,1,2013
53548,S Ladda,2016,2.0,,0.0,21.0,0.0,10.5,1,2016
89165,S Lamichhane,2018,12.0,,0.0,82.0,5.0,6.833333333333333,3,2018
89165,S Lamichhane,2019,23.0,,0.0,210.0,8.0,9.25,6,2019
101751,S Midhun,2019,2.0,,0.0,27.0,0.0,13.5,1,2019
15308,S Nadeem,2011,19.0,,0.0,142.0,4.0,7.5,5,2011
15308,S Nadeem,2012,45.0,,0.0,318.0,8.0,7.020833333333333,12,2012
15308,S Nadeem,2013,44.0,,1.0,259.0,9.0,5.8741666666666665,12,2013
15308,S Nadeem,2014,37.0,,0.0,311.0,8.0,8.57,11,2014
15308,S Nadeem,2015,7.0,,1.0,43.0,0.0,6.415,4,2015
15308,S Nadeem,2016,15.0,,0.0,127.0,2.0,8.415,4,2016
15308,S Nadeem,2017,17.0,,0.0,119.0,6.0,7.614285714285714,7,2017
15308,S Nadeem,2018,15.0,,0.0,161.0,3.0,11.291666666666666,6,2018
15308,S Nadeem,2019,9.0,,0.0,90.0,2.0,10.5,3,2019
15308,S Nadeem,2020,22.0,,0.0,178.0,5.0,8.178571428571429,7,2020/21
15308,S Nadeem,2021,4.0,,0.0,36.0,1.0,9.0,1,2021
44876,S Narwal,2010,15.0,,0.0,185.0,5.0,12.716,5,2009/10
44876,S Narwal,2013,2.0,,0.0,17.0,0.0,8.5,2,2013
47340,S Rana,2011,0.0,,0.0,2.0,0.0,3.0,2,2011
47340,S Rana,2014,2.0,,0.0,16.0,0.0,8.0,9,2014
11385,S Randiv,2011,29.0,,0.0,223.0,6.0,7.72875,8,2011
69227,S Sandeep Warrier,2019,12.0,,0.0,85.0,2.0,7.083333333333333,3,2019
69227,S Sandeep Warrier,2020,3.0,,0.0,34.0,0.0,11.33,1,2020/21
69227,S Sandeep Warrier,2021,2.0,,0.0,15.0,0.0,7.5,1,2021
69227,S Sandeep Warrier,2024,11.0,,0.0,119.0,6.0,12.732,5,2024
49005,S Sohal,2008,,,,,,,2,2007/08
49005,S Sohal,2009,,,,,,,8,2009
49005,S Sohal,2010,,,,,,,1,2009/10
49005,S Sohal,2011,,,,,,,11,2011
12020,S Sreesanth,2008,51.0,,0.0,442.0,19.0,8.921333333333333,15,2007/08
12020,S Sreesanth,2009,23.0,,0.0,192.0,6.0,9.464285714285714,7,2009
12020,S Sreesanth,2010,19.0,,0.0,187.0,3.0,9.733333333333333,6,2009/10
12020,S Sreesanth,2011,32.0,,2.0,206.0,7.0,6.655555555555555,9,2011
12020,S Sreesanth,2013,21.0,,2.0,163.0,5.0,8.107142857142858,7,2013
7575,S Sriram,2010,2.0,,0.0,24.0,0.0,12.0,1,2009/10
7575,S Sriram,2011,1.0,,0.0,25.0,0.0,25.0,1,2011
53581,S Tyagi,2009,19.0,,0.0,136.0,5.0,6.914999999999999,8,2009
53581,S Tyagi,2010,16.0,,0.0,159.0,1.0,11.321666666666664,6,2009/10
7528,S Vidyut,2008,2.0,,0.0,22.0,1.0,11.0,9,2007/08
59610,SA Abbott,2015,5.0,12.0,0.0,57.0,0.0,11.25,2,2015
59610,SA Abbott,2022,4.0,6.0,0.0,47.0,1.0,11.75,1,2022
12106,SA Asnodkar,2008,,,,,,,9,2007/08
12106,SA Asnodkar,2009,,,,,,,8,2009
12106,SA Asnodkar,2010,,,,,,,2,2009/10
12106,SA Asnodkar,2011,,,,,,,1,2011
61990,SA Yadav,2012,,,,,,,1,2012
61990,SA Yadav,2014,1.0,,0.0,8.0,0.0,8.0,16,2014
61990,SA Yadav,2015,,,,,,,13,2015
61990,SA Yadav,2016,,,,,,,15,2016
61990,SA Yadav,2017,,,,,,,10,2017
61990,SA Yadav,2018,,,,,,,14,2018
61990,SA Yadav,2019,,,,,,,16,2019
61990,SA Yadav,2020,,,,,,,16,2020/21
61990,SA Yadav,2021,,,,,,,14,2021
61990,SA Yadav,2022,,,,,,,8,2022
61990,SA Yadav,2023,,,,,,,16,2023
61990,SA Yadav,2024,,,,,,,11,2024
61990,SA Yadav,2025,,,,,,,16,2025
61479,Sachin Baby,2013,,,,,,,4,2013
61479,Sachin Baby,2016,1.0,,0.0,8.0,2.0,5.0,11,2016
61479,Sachin Baby,2017,,,,,,,3,2017
61479,Sachin Baby,2021,,,,,,,1,2021
61479,Sachin Baby,2025,,,,,,,1,2025
11647,Salman Butt,2008,,,,,,,7,2007/08
104818,Sameer Rizvi,2024,,,,,,,8,2024
104818,Sameer Rizvi,2025,,,,,,,5,2025
61797,Sandeep Sharma,2013,16.0,,1.0,119.0,8.0,7.4375,4,2013
61797,Sandeep Sharma,2014,40.0,,2.0,354.0,18.0,8.853636363636364,11,2014
61797,Sandeep Sharma,2015,50.0,,4.0,350.0,13.0,6.97,14,2015
61797,Sandeep Sharma,2016,50.0,,1.0,366.0,15.0,7.314999999999999,14,2016
61797,Sandeep Sharma,2017,48.0,,0.0,398.0,17.0,8.313846153846153,13,2017
61797,Sandeep Sharma,2018,44.0,,0.0,333.0,12.0,7.833333333333333,12,2018
61797,Sandeep Sharma,2019,43.0,,0.0,352.0,12.0,8.22181818181818,11,2019
61797,Sandeep Sharma,2020,52.0,,0.0,374.0,14.0,7.1923076923076925,13,2020/21
61797,Sandeep Sharma,2021,23.0,,0.0,203.0,3.0,8.667142857142858,7,2021
61797,Sandeep Sharma,2022,20.0,,0.0,153.0,2.0,7.65,5,2022
61797,Sandeep Sharma,2023,46.0,,0.0,396.0,10.0,8.59,12,2023
61797,Sandeep Sharma,2024,38.0,,0.0,311.0,13.0,8.208,11,2024
61797,Sandeep Sharma,2025,36.0,,0.0,361.0,9.0,9.735,10,2025
101804,Sanvir Singh,2023,,,,,,,2,2023
101804,Sanvir Singh,2024,,,,,,,4,2024
8040,SB Bangar,2008,25.0,,0.0,219.0,4.0,9.647777777777778,11,2007/08
8040,SB Bangar,2009,,,,,,,1,2009
108673,SB Dubey,2024,,,,,,,4,2024
108673,SB Dubey,2025,,,,,,,9,2025
7458,SB Jakati,2009,29.0,,0.0,217.0,13.0,7.67625,9,2009
7458,SB Jakati,2010,38.0,,1.0,291.0,13.0,8.15,11,2009/10
7458,SB Jakati,2011,44.0,,0.0,336.0,10.0,7.887142857142857,15,2011
7458,SB Jakati,2012,41.0,,0.0,336.0,9.0,8.315333333333333,15,2012
7458,SB Jakati,2014,3.0,,0.0,41.0,0.0,11.18,1,2014
7458,SB Jakati,2016,20.0,,0.0,178.0,2.0,9.026666666666666,6,2016
7458,SB Jakati,2017,5.0,,0.0,52.0,0.0,10.5,2,2017
2292,SB Joshi,2008,9.0,,0.0,82.0,1.0,10.294999999999998,4,2007/08
9570,SB Styris,2008,27.0,,0.0,199.0,3.0,7.36375,8,2007/08
9570,SB Styris,2009,8.0,,0.0,64.0,5.0,8.0,2,2009
9570,SB Styris,2011,1.0,,0.0,13.0,0.0,13.0,2,2011
51187,SB Wagh,2010,1.0,,0.0,16.0,1.0,16.0,1,2009/10
51187,SB Wagh,2011,16.0,,0.0,121.0,4.0,7.402857142857142,7,2011
2024,SC Ganguly,2008,20.0,,0.0,128.0,6.0,7.511428571428572,13,2007/08
2024,SC Ganguly,2009,12.0,,0.0,97.0,2.0,9.193333333333332,13,2009
2024,SC Ganguly,2010,4.0,,0.0,43.0,0.0,11.333333333333334,14,2009/10
2024,SC Ganguly,2011,,,,,,,4,2011
2024,SC Ganguly,2012,10.0,,0.0,95.0,2.0,10.0625,15,2012
66844,SC Kuggeleijn,2019,8.0,,0.0,71.0,2.0,8.875,2,2019
110679,SD Chauhan,2024,,,,,,,3,2024
55402,SD Chitnis,2008,6.0,,0.0,60.0,2.0,10.0,3,2007/08
55402,SD Chitnis,2009,,,,,,,1,2009
55402,SD Chitnis,2011,,,,,,,1,2011
55402,SD Chitnis,2012,,,,,,,6,2012
68405,SD Hope,2024,,,,,,,9,2024
60557,SD Lad,2019,,,,,,,1,2019
10280,SE Bond,2010,31.0,,1.0,224.0,9.0,7.3225,8,2009/10
10129,SE Marsh,2008,,,,,,,11,2007/08
10129,SE Marsh,2010,,,,,,,4,2009/10
10129,SE Marsh,2011,,,,,,,14,2011
10129,SE Marsh,2012,,,,,,,13,2012
10129,SE Marsh,2013,,,,,,,8,2013
10129,SE Marsh,2014,,,,,,,2,2014
10129,SE Marsh,2015,,,,,,,4,2015
10129,SE Marsh,2016,,,,,,,6,2016
10129,SE Marsh,2017,,,,,,,9,2017
84201,SE Rutherford,2019,6.0,,0.0,59.0,1.0,8.316666666666666,7,2019
84201,SE Rutherford,2022,,,,,,,3,2022
84201,SE Rutherford,2025,,,,,,,13,2025
103792,Sediqullah Atal,2025,,,,,,,1,2025
101328,SH Johnson,2024,16.0,30.0,0.0,151.0,4.0,9.9,5,2024
101328,SH Johnson,2025,11.0,24.0,0.0,133.0,1.0,11.5275,4,2025
103588,Shahbaz Ahmed,2020,6.0,,0.0,44.0,2.0,7.75,2,2020/21
103588,Shahbaz Ahmed,2021,14.0,,0.0,92.0,7.0,7.151666666666666,11,2021
103588,Shahbaz Ahmed,2022,35.0,,0.0,336.0,4.0,9.95142857142857,16,2022
103588,Shahbaz Ahmed,2023,7.0,,0.0,95.0,1.0,13.932,10,2023
103588,Shahbaz Ahmed,2024,27.0,,0.0,270.0,7.0,11.180666666666667,16,2024
103588,Shahbaz Ahmed,2025,8.0,,0.0,102.0,1.0,12.636666666666663,3,2025
4169,Shahid Afridi,2008,30.0,,0.0,225.0,9.0,8.266,10,2007/08
48277,Shakib Al Hasan,2011,25.0,,0.0,175.0,11.0,7.297142857142857,7,2011
48277,Shakib Al Hasan,2012,30.0,,0.0,195.0,12.0,6.5725,8,2012
48277,Shakib Al Hasan,2014,50.0,,1.0,334.0,11.0,6.723846153846154,13,2014
48277,Shakib Al Hasan,2015,14.0,,0.0,123.0,4.0,8.75,4,2015
48277,Shakib Al Hasan,2016,31.0,,0.0,243.0,5.0,7.785555555555555,10,2016
48277,Shakib Al Hasan,2017,3.0,,0.0,31.0,0.0,10.33,1,2017
48277,Shakib Al Hasan,2018,57.0,,0.0,456.0,14.0,8.465294117647058,17,2018
48277,Shakib Al Hasan,2019,10.0,,0.0,95.0,2.0,8.803333333333333,3,2019
48277,Shakib Al Hasan,2021,26.0,,0.0,187.0,4.0,7.03125,8,2021
58341,Shashank Singh,2022,2.0,,0.0,20.0,0.0,10.0,10,2022
58341,Shashank Singh,2024,1.0,,0.0,5.0,1.0,5.0,14,2024
58341,Shashank Singh,2025,2.0,,0.0,27.0,0.0,13.5,17,2025
96417,Shivam Mavi,2018,28.0,,0.0,270.0,5.0,9.378888888888888,9,2018
96417,Shivam Mavi,2020,26.0,,2.0,212.0,9.0,8.44625,8,2020/21
96417,Shivam Mavi,2021,32.0,,0.0,233.0,11.0,8.708888888888888,9,2021
96417,Shivam Mavi,2022,22.0,,0.0,227.0,5.0,11.083333333333334,6,2022
75249,Shivam Sharma,2014,16.0,,0.0,121.0,3.0,7.5625,4,2014
75249,Shivam Sharma,2015,3.0,,0.0,44.0,1.0,14.66,1,2015
115076,Shivam Singh,2024,,,,,,,1,2024
53565,Shoaib Ahmed,2009,17.0,,0.0,152.0,5.0,10.522857142857143,8,2009
5649,Shoaib Akhtar,2008,7.0,,0.0,54.0,5.0,8.386666666666667,3,2007/08
8270,Shoaib Malik,2008,8.0,,0.0,85.0,2.0,9.628,7,2007/08
95316,Shubman Gill,2018,,,,,,,13,2018
95316,Shubman Gill,2019,,,,,,,14,2019
95316,Shubman Gill,2020,,,,,,,14,2020/21
95316,Shubman Gill,2021,,,,,,,17,2021
95316,Shubman Gill,2022,,,,,,,16,2022
95316,Shubman Gill,2023,,,,,,,17,2023
95316,Shubman Gill,2024,,,,,,,12,2024
95316,Shubman Gill,2025,,,,,,,15,2025
52319,Sikandar Raza,2023,12.0,42.0,0.0,119.0,3.0,10.026666666666666,7,2023
52319,Sikandar Raza,2024,2.0,12.0,0.0,22.0,0.0,11.0,2,2024
103599,Simarjeet Singh,2022,18.0,,0.0,138.0,4.0,8.235,6,2022
103599,Simarjeet Singh,2024,12.0,,0.0,121.0,5.0,11.4575,4,2024
103599,Simarjeet Singh,2025,10.0,,0.0,141.0,2.0,15.27,4,2025
8161,SJ Srivastava,2010,27.0,,0.0,255.0,6.0,9.4875,8,2009/10
8161,SJ Srivastava,2011,20.0,,0.0,186.0,8.0,9.151666666666666,6,2011
15716,SK Raina,2008,3.0,,0.0,30.0,1.0,8.75,16,2007/08
15716,SK Raina,2009,27.0,,0.0,164.0,7.0,6.093999999999999,14,2009
15716,SK Raina,2010,23.0,,0.0,178.0,6.0,7.1691666666666665,16,2009/10
15716,SK Raina,2011,27.0,,0.0,201.0,4.0,7.048333333333333,16,2011
15716,SK Raina,2012,14.0,,0.0,105.0,2.0,8.618571428571428,19,2012
15716,SK Raina,2013,2.0,,0.0,23.0,1.0,11.5,18,2013
15716,SK Raina,2014,18.0,,0.0,134.0,1.0,8.23875,16,2014
15716,SK Raina,2015,12.0,,0.0,93.0,2.0,7.85,17,2015
15716,SK Raina,2016,10.0,,0.0,82.0,0.0,8.125,15,2016
15716,SK Raina,2017,12.0,,0.0,102.0,1.0,8.583333333333334,14,2017
15716,SK Raina,2018,,,,,,,15,2018
15716,SK Raina,2019,1.0,,0.0,6.0,0.0,6.0,17,2019
15716,SK Raina,2021,,,,,,,12,2021
110976,SK Rasheed,2025,,,,,,,5,2025
9815,SK Trivedi,2008,48.0,,0.0,399.0,13.0,8.475333333333332,15,2007/08
9815,SK Trivedi,2009,20.0,,0.0,152.0,6.0,7.938571428571428,7,2009
9815,SK Trivedi,2010,34.0,,0.0,260.0,11.0,7.427,11,2009/10
9815,SK Trivedi,2011,35.0,,0.0,303.0,10.0,8.653333333333334,12,2011
9815,SK Trivedi,2012,52.0,,1.0,380.0,13.0,7.344285714285713,14,2012
9815,SK Trivedi,2013,60.0,,1.0,410.0,12.0,7.132941176470588,17,2013
2000,SK Warne,2008,52.0,,1.0,404.0,19.0,7.927333333333333,15,2007/08
2000,SK Warne,2009,50.0,,0.0,365.0,14.0,7.447692307692307,13,2009
2000,SK Warne,2010,50.0,,0.0,381.0,11.0,7.748571428571429,14,2009/10
2000,SK Warne,2011,47.0,,0.0,297.0,13.0,6.284166666666667,13,2011
45105,SL Malinga,2009,49.0,,2.0,311.0,18.0,6.238461538461538,13,2009
45105,SL Malinga,2010,48.0,,0.0,344.0,15.0,7.136153846153846,13,2009/10
45105,SL Malinga,2011,62.0,,2.0,375.0,28.0,5.93375,16,2011
45105,SL Malinga,2012,55.0,,1.0,350.0,22.0,6.287857142857143,14,2012
45105,SL Malinga,2013,65.0,,0.0,468.0,20.0,7.068235294117647,17,2013
45105,SL Malinga,2014,38.0,,0.0,253.0,16.0,6.496,10,2014
45105,SL Malinga,2015,60.0,,3.0,444.0,24.0,7.4,15,2015
45105,SL Malinga,2017,45.0,,0.0,382.0,11.0,8.180833333333334,12,2017
45105,SL Malinga,2019,44.0,,0.0,438.0,16.0,9.689166666666669,12,2019
61993,SM Boland,2016,7.0,,0.0,54.0,2.0,7.705,2,2016
72103,SM Curran,2019,32.0,54.0,0.0,323.0,10.0,9.562222222222225,9,2019
72103,SM Curran,2020,42.0,84.0,0.0,344.0,13.0,8.056923076923077,14,2020/21
72103,SM Curran,2021,33.0,54.0,0.0,328.0,9.0,9.88888888888889,9,2021
72103,SM Curran,2023,48.0,84.0,0.0,489.0,10.0,10.355714285714283,14,2023
72103,SM Curran,2024,41.0,78.0,0.0,416.0,16.0,10.172307692307694,13,2024
72103,SM Curran,2025,12.0,30.0,0.0,133.0,1.0,11.432,5,2025
8399,SM Harwood,2009,10.0,,0.0,73.0,3.0,7.916666666666667,3,2009
6259,SM Katich,2008,,,,,,,2,2007/08
6259,SM Katich,2009,,,,,,,9,2009
2228,SM Pollock,2008,46.0,,1.0,301.0,11.0,7.050000000000001,13,2007/08
50837,SMSM Senanayake,2013,32.0,,1.0,209.0,9.0,6.53125,8,2013
71335,SN Khan,2015,,,,,,,13,2015
71335,SN Khan,2016,,,,,,,5,2016
71335,SN Khan,2018,,,,,,,7,2018
71335,SN Khan,2019,0.0,,0.0,6.0,0.0,18.0,8,2019
71335,SN Khan,2020,,,,,,,5,2020/21
71335,SN Khan,2021,,,,,,,2,2021
71335,SN Khan,2022,,,,,,,6,2022
71335,SN Khan,2023,,,,,,,4,2023
63477,SN Thakur,2015,3.0,,0.0,38.0,1.0,12.66,1,2015
63477,SN Thakur,2017,38.0,,0.0,315.0,11.0,7.9866666666666655,12,2017
63477,SN Thakur,2018,46.0,,1.0,431.0,16.0,9.236923076923077,13,2018
63477,SN Thakur,2019,30.0,,0.0,281.0,8.0,9.703333333333331,10,2019
63477,SN Thakur,2020,32.0,,0.0,275.0,10.0,8.432222222222222,9,2020/21
63477,SN Thakur,2021,59.0,,1.0,527.0,21.0,8.943124999999998,16,2021
63477,SN Thakur,2022,47.0,,1.0,473.0,15.0,9.895714285714286,14,2022
63477,SN Thakur,2023,20.0,,0.0,220.0,7.0,11.384444444444444,11,2023
63477,SN Thakur,2024,31.0,,0.0,309.0,5.0,9.676666666666668,9,2024
63477,SN Thakur,2025,34.0,,0.0,375.0,13.0,11.158,10,2025
72393,SO Hetmyer,2019,,30.0,,,,,5,2019
72393,SO Hetmyer,2020,,72.0,,,,,12,2020/21
72393,SO Hetmyer,2021,,84.0,,,,,14,2021
72393,SO Hetmyer,2022,,90.0,,,,,15,2022
72393,SO Hetmyer,2023,,84.0,,,,,14,2023
72393,SO Hetmyer,2024,,72.0,,,,,12,2024
72393,SO Hetmyer,2025,,84.0,,,,,14,2025
48128,Sohail Tanvir,2008,41.0,,0.0,266.0,22.0,6.486363636363635,11,2007/08
2121,SP Fleming,2008,,,,,,,10,2007/08
52539,SP Goswami,2008,,,,,,,4,2007/08
52539,SP Goswami,2009,,,,,,,2,2009
52539,SP Goswami,2010,,,,,,,1,2009/10
52539,SP Goswami,2011,,,,,,,5,2011
52539,SP Goswami,2012,,,,,,,11,2012
52539,SP Goswami,2018,,,,,,,6,2018
52539,SP Goswami,2020,,,,,,,2,2020/21
49357,SP Jackson,2017,,,,,,,4,2017
49357,SP Jackson,2022,,,,,,,5,2022
49039,SP Narine,2012,59.0,90.0,1.0,324.0,24.0,5.465333333333334,15,2012
49039,SP Narine,2013,64.0,96.0,1.0,350.0,22.0,5.46875,16,2013
49039,SP Narine,2014,64.0,96.0,0.0,407.0,21.0,6.359375,16,2014
49039,SP Narine,2015,32.0,48.0,0.0,234.0,7.0,7.3125,8,2015
49039,SP Narine,2016,42.0,66.0,0.0,304.0,11.0,7.095454545454545,11,2016
49039,SP Narine,2017,59.0,96.0,0.0,412.0,10.0,7.072,16,2017
49039,SP Narine,2018,61.0,96.0,0.0,467.0,17.0,7.691875,16,2018
49039,SP Narine,2019,44.0,72.0,1.0,347.0,10.0,8.071666666666667,12,2019
49039,SP Narine,2020,38.0,60.0,0.0,302.0,5.0,8.2,10,2020/21
49039,SP Narine,2021,56.0,84.0,0.0,361.0,16.0,6.446428571428571,14,2021
49039,SP Narine,2022,56.0,84.0,0.0,312.0,9.0,5.571428571428571,14,2022
49039,SP Narine,2023,48.0,84.0,0.0,383.0,11.0,8.154285714285715,14,2023
49039,SP Narine,2024,55.0,90.0,0.0,368.0,17.0,6.696428571428571,15,2024
49039,SP Narine,2025,45.0,72.0,0.0,351.0,12.0,7.894166666666667,12,2025
50281,SPD Smith,2012,0.0,90.0,0.0,5.0,0.0,15.0,15,2012
50281,SPD Smith,2013,,42.0,,,,,7,2013
50281,SPD Smith,2014,,60.0,,,,,10,2014
50281,SPD Smith,2015,,84.0,,,,,14,2015
50281,SPD Smith,2016,,48.0,,,,,8,2016
50281,SPD Smith,2017,,90.0,,,,,15,2017
50281,SPD Smith,2019,,72.0,,,,,12,2019
50281,SPD Smith,2020,,84.0,,,,,14,2020/21
50281,SPD Smith,2021,,48.0,,,,,8,2021
1934,SR Tendulkar,2008,,,,,,,7,2007/08
1934,SR Tendulkar,2009,6.0,,0.0,58.0,0.0,10.5,13,2009
1934,SR Tendulkar,2010,,,,,,,15,2009/10
1934,SR Tendulkar,2011,,,,,,,16,2011
1934,SR Tendulkar,2012,,,,,,,13,2012
1934,SR Tendulkar,2013,,,,,,,14,2013
